DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Semana epidem. 1º Sintomas(s)
Período:2024
"Município infecção";"Semana 01";"Semana 02";"Semana 03";"Semana 04";"Semana 05";"Semana 06";"Semana 07";"Semana 08";"Semana 09";"Semana 10";"Semana 11";"Semana 12";"Semana 13";"Semana 14";"Semana 15";"Semana 16";"Semana 17";"Semana 18";"Semana 19";"Semana 20";"Semana 21";"Semana 22";"Semana 23";"Semana 24";"Semana 25";"Semana 26";"Semana 27";"Semana 28";"Semana 29";"Semana 30";"Semana 31";"Semana 32";"Semana 33";"Semana 34";"Semana 35";"Semana 36";"Semana 37";"Semana 38";"Semana 39";"Semana 40";"Semana 41";"Semana 42";"Semana 43";"Semana 44";"Semana 45";"Semana 46";"Semana 47";"Semana 48";"Semana 49";"Semana 50";"Semana 51";"Semana 52";"Total"
"130410 TAPAUA";1;2;2;2;1;7;6;23;20;20;17;7;4;12;16;9;3;4;-;4;3;1;-;1;1;5;2;3;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;181
"130420 TEFE";-;-;6;-;1;-;1;-;-;2;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1;3;1;2;-;-;2;-;-;-;-;-;1;-;1;-;-;30
"130423 TONANTINS";-;1;-;2;3;5;2;2;4;39;23;23;22;20;17;18;12;-;-;-;-;-;1;-;-;3;1;3;-;-;-;-;-;3;5;2;2;-;3;-;1;-;-;4;-;-;-;1;-;-;-;-;222
"130430 URUCARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"140002 AMAJARI";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;3
"140005 ALTO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"140010 BOA VISTA";1;1;-;2;2;-;6;2;1;1;1;1;-;1;-;2;-;2;-;1;4;3;-;3;1;-;-;1;3;-;1;3;-;-;2;4;3;2;2;4;6;2;1;1;-;1;-;-;1;-;1;-;73
"140015 BONFIM";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;6
"140017 CANTA";1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;1;1;1;3;4;2;1;-;-;-;-;-;-;1;-;1;-;-;-;-;23
"140020 CARACARAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"140023 CAROEBE";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"140028 IRACEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;2;1;1;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;2;-;-;-;-;-;-;-;-;14
"140030 MUCAJAI";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"140040 NORMANDIA";-;-;-;2;1;-;5;7;1;2;5;2;3;4;1;-;1;-;1;2;1;-;1;2;1;1;1;-;1;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;49
"140045 PACARAIMA";-;1;2;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;13
"140047 RORAINOPOLIS";-;-;1;1;1;-;-;-;2;-;1;1;1;1;-;2;1;2;1;7;11;13;8;16;15;14;12;4;2;3;3;2;4;3;1;-;-;1;4;3;2;1;-;2;-;1;1;-;-;1;-;-;149
"140060 SAO LUIZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"140070 UIRAMUTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150010 ABAETETUBA";1;4;3;1;2;3;7;9;16;14;14;15;9;9;5;2;1;4;1;5;3;4;4;5;2;8;6;5;5;2;9;5;7;3;12;4;7;19;7;5;6;-;4;4;7;3;2;1;1;3;1;-;279
"150013 ABEL FIGUEIREDO";-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;1;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"150020 ACARA";-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;1;-;1;1;1;1;1;1;1;-;-;2;-;4;-;-;-;-;1;-;-;2;5;3;-;-;1;-;-;-;-;2;-;-;-;-;-;31
"150030 AFUA";-;-;1;-;-;-;-;1;2;5;5;-;1;3;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;25
"150040 ALENQUER";-;-;-;1;1;1;3;1;1;4;11;6;10;8;9;9;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;72
"150050 ALMEIRIM";1;-;1;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150060 ALTAMIRA";-;1;2;2;5;10;12;10;14;22;17;12;9;9;5;11;1;6;2;7;1;2;-;1;-;-;2;1;-;-;2;-;1;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;171
"150070 ANAJAS";2;4;6;5;5;3;1;1;14;13;25;23;13;24;10;7;5;3;1;3;3;1;1;-;1;2;1;1;1;1;2;2;-;-;-;-;-;1;-;1;-;-;-;2;-;-;-;-;-;-;-;-;188
"150080 ANANINDEUA";1;-;1;-;3;1;2;4;-;3;6;6;4;6;1;1;3;2;-;7;2;3;2;6;-;2;-;3;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;72
"150085 ANAPU";2;4;21;19;25;19;73;66;68;43;46;42;7;10;7;18;37;22;21;4;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;566
"150090 AUGUSTO CORREA";-;-;1;-;-;-;1;1;-;2;7;3;6;8;7;8;4;5;2;3;3;7;4;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;77
"150095 AURORA DO PARA";-;-;-;-;-;-;-;1;1;-;1;-;1;4;2;6;5;3;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;4;4;2;2;2;1;-;1;1;46
"150110 BAGRE";-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"150120 BAIAO";1;-;-;-;-;1;-;-;2;-;2;2;-;-;2;4;2;4;3;1;5;-;3;3;12;17;13;14;1;7;9;12;7;6;6;1;1;1;1;1;-;-;-;-;-;-;1;1;-;-;-;-;146
"150125 BANNACH";-;-;-;-;1;-;-;5;2;5;1;2;-;5;5;5;4;8;6;12;6;2;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;75
"150130 BARCARENA";-;2;-;3;2;4;4;11;3;5;3;4;1;3;2;5;-;-;-;1;1;2;3;3;2;3;3;2;3;3;3;7;8;6;5;11;3;6;9;3;4;12;10;10;7;8;7;12;4;7;8;-;228
"150140 BELEM";18;27;42;49;62;95;193;205;214;203;147;130;131;138;86;75;65;63;74;59;37;29;53;47;49;45;37;31;41;34;30;33;26;16;15;6;9;20;12;13;9;12;10;9;12;12;5;5;10;11;8;2;2764
"150145 BELTERRA";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150150 BENEVIDES";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;3;6;1;-;17
"150157 BOM JESUS DO TOCANTINS";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150170 BRAGANCA";-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"150172 BRASIL NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150175 BREJO GRANDE DO ARAGUAIA";-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"150180 BREVES";-;-;-;1;4;3;1;4;5;11;6;6;8;7;4;5;1;4;4;3;3;3;2;1;-;2;1;3;3;1;5;4;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;110
"150190 BUJARU";-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;3;-;1;2;4;2;1;1;-;-;-;3;-;-;-;1;1;1;-;2;-;1;-;-;-;29
"150195 CACHOEIRA DO PIRIA";-;-;-;-;-;-;-;1;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"150210 CAMETA";13;9;15;30;56;30;37;28;41;30;36;20;42;22;17;19;8;4;5;-;2;3;6;12;3;2;10;4;6;3;9;4;3;2;-;1;2;1;1;4;3;-;1;-;1;3;-;-;-;-;-;-;548
"150215 CANAA DOS CARAJAS";-;-;1;1;3;1;3;1;1;-;-;1;-;2;1;-;1;-;1;-;-;3;2;17;1;6;-;-;-;1;1;2;2;2;1;1;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;1;60
"150220 CAPANEMA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150230 CAPITAO POCO";1;4;4;1;-;1;6;-;6;2;6;3;4;3;3;4;-;4;3;3;1;1;6;-;2;1;-;1;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;74
"150240 CASTANHAL";10;10;10;13;17;25;33;62;50;54;40;42;37;55;37;39;16;11;9;10;9;12;2;4;-;6;2;6;3;9;6;5;5;10;4;10;9;10;1;6;8;5;8;3;4;1;1;1;1;-;4;2;737
"150250 CHAVES";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150260 COLARES";-;-;-;2;3;8;13;17;16;29;24;28;20;22;28;11;1;7;1;3;4;3;1;2;10;8;7;3;4;9;13;9;3;13;6;6;4;5;7;4;2;2;3;-;-;-;3;-;1;1;1;1;368
"150270 CONCEICAO DO ARAGUAIA";3;1;2;-;7;4;6;9;16;2;4;7;3;11;5;11;3;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;6;1;-;1;110
"150275 CONCORDIA DO PARA";-;-;1;-;-;2;1;6;6;4;7;1;1;5;4;-;1;2;-;1;-;-;-;1;-;-;2;6;5;1;1;-;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;64
"150276 CUMARU DO NORTE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150277 CURIONOPOLIS";-;-;-;-;-;-;-;-;2;-;2;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"150280 CURRALINHO";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150285 CURUA";1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"150290 CURUCA";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150293 DOM ELISEU";-;-;-;-;-;-;-;1;1;-;-;-;-;1;5;6;4;6;13;6;-;1;1;4;3;1;1;1;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59
"150295 ELDORADO DOS CARAJAS";-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150300 FARO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150304 FLORESTA DO ARAGUAIA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"150307 GARRAFAO DO NORTE";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150309 GOIANESIA DO PARA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150320 IGARAPE-ACU";8;5;7;10;18;16;19;26;14;8;15;1;2;5;5;3;1;1;1;1;-;-;-;-;-;-;1;2;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;173
"150330 IGARAPE-MIRI";1;1;-;3;1;5;10;13;16;6;7;10;8;9;8;7;1;-;5;1;5;5;1;1;-;3;6;1;3;1;2;1;-;3;3;-;-;3;3;4;-;2;2;-;-;-;2;-;2;-;1;-;166
"150340 INHANGAPI";-;-;-;-;-;-;-;1;1;-;1;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;9
"150345 IPIXUNA DO PARA";-;1;3;4;8;5;20;9;10;7;4;2;2;3;2;1;3;3;1;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92
"150350 IRITUIA";-;-;-;-;-;-;3;-;4;-;2;2;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"150360 ITAITUBA";-;2;-;2;1;7;6;2;-;-;1;2;11;7;8;11;2;1;-;-;3;1;-;1;1;-;1;1;1;-;1;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;1;3;12;13;22;25;152
"150370 ITUPIRANGA";-;-;-;-;-;-;1;-;1;1;3;7;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;21
"150375 JACAREACANGA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150380 JACUNDA";-;1;-;2;1;3;2;5;6;6;1;5;5;3;6;14;5;5;2;3;2;3;-;1;4;1;1;-;1;-;3;1;1;1;2;-;1;1;-;-;-;1;-;-;2;1;9;3;2;2;3;-;121
"150390 JURUTI";-;-;-;-;3;5;8;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"150400 LIMOEIRO DO AJURU";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150405 MAE DO RIO";-;-;-;-;-;1;2;2;2;3;1;-;-;4;1;2;1;1;-;1;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"150410 MAGALHAES BARATA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"150420 MARABA";-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;1;2;1;-;4;-;-;-;1;7;2;3;31
"150430 MARACANA";-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"150440 MARAPANIM";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;-;-;3;7;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"150442 MARITUBA";3;6;6;5;2;9;4;14;6;12;6;10;6;7;8;5;3;-;4;3;4;6;3;3;2;2;6;2;4;-;-;1;1;1;-;2;-;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;160
"150445 MEDICILANDIA";-;-;1;1;-;2;-;2;-;-;1;-;-;-;1;-;-;-;1;-;-;1;1;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;-;18
"150450 MELGACO";-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150460 MOCAJUBA";-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"150470 MOJU";-;-;-;-;2;7;6;2;-;1;1;1;-;3;-;-;1;1;1;-;6;2;1;1;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;43
"150475 MOJUI DOS CAMPOS";-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"150480 MONTE ALEGRE";49;55;62;78;114;71;111;83;24;7;11;9;2;-;2;1;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;682
"150490 MUANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;8
"150497 NOVA IPIXUNA";-;-;1;-;-;-;1;2;1;2;1;1;1;-;-;2;3;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"150500 NOVA TIMBOTEUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"150503 NOVO PROGRESSO";-;-;1;1;3;1;3;4;1;2;3;1;3;2;5;8;1;2;-;8;3;-;-;1;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;1;-;-;-;2;5;2;68
"150506 NOVO REPARTIMENTO";-;-;1;2;1;-;1;1;1;5;8;2;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28
"150510 OBIDOS";-;-;-;-;-;-;2;-;3;2;1;-;1;1;1;2;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"150520 OEIRAS DO PARA";-;-;2;-;1;-;-;2;-;-;-;-;1;-;2;2;4;-;-;1;-;1;-;9;15;23;27;17;14;12;3;2;7;13;24;10;18;13;3;1;3;1;-;-;-;-;-;-;-;-;-;-;231
"150530 ORIXIMINA";-;1;-;-;-;-;-;2;1;1;3;2;8;1;1;4;4;1;2;2;2;2;-;-;6;1;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;52
"150540 OUREM";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150543 OURILANDIA DO NORTE";-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;1;1;8
"150548 PACAJA";-;-;-;-;-;1;-;-;12;5;10;8;7;15;16;15;17;10;9;4;2;3;1;3;2;1;1;7;3;5;4;3;1;1;3;5;11;3;5;7;1;3;-;-;2;-;1;1;-;-;2;-;210
"150549 PALESTINA DO PARA";-;-;-;1;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"150550 PARAGOMINAS";1;-;1;1;1;-;1;1;-;12;18;5;7;3;1;1;2;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58
"150553 PARAUAPEBAS";15;5;10;12;16;34;42;38;28;30;26;39;13;20;14;35;23;20;2;6;7;12;8;2;2;1;-;-;-;-;1;-;-;-;-;1;-;1;1;1;-;1;-;-;-;-;-;-;1;2;3;2;474
"150555 PAU D'ARCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;4;-;-;1;-;9
"150560 PEIXE-BOI";-;-;-;-;-;-;-;3;3;3;4;1;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"150565 PLACAS";-;-;-;-;-;-;-;2;-;3;3;3;1;7;13;8;12;8;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65
"150570 PONTA DE PEDRAS";-;-;-;-;1;1;2;3;3;3;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;2;-;2;4;1;1;-;-;27
"150580 PORTEL";-;-;-;-;-;1;-;1;2;5;3;4;2;6;3;1;1;1;1;-;2;-;2;1;2;1;5;2;1;2;2;3;2;6;5;2;1;6;-;3;1;-;1;-;-;-;1;-;5;-;3;-;90
"150590 PORTO DE MOZ";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150600 PRAINHA";-;2;4;3;13;13;32;49;70;73;89;84;61;69;48;37;25;20;15;13;14;20;66;53;28;26;8;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;946
"150610 PRIMAVERA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"150611 QUATIPURU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150613 REDENCAO";-;-;-;-;1;2;4;-;-;1;4;2;3;4;1;4;1;1;1;-;-;1;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;2;3;4;1;45
"150616 RIO MARIA";-;-;-;-;1;-;1;4;5;3;2;4;3;2;1;1;1;-;-;-;1;-;4;1;9;3;-;1;5;3;-;1;1;5;3;2;8;6;7;4;2;9;13;12;17;17;6;8;24;22;13;2;237
